Time (s), Speed
00:00:00,94.85,
00:00:01,94.85,
00:00:02,94.85,
00:00:03,73.11,
00:00:04,73.11,
00:00:05,77.54,
00:00:06,73.11,
00:00:07,70.45,
00:00:08,54.14,
00:00:09,7.62,
00:00:10,10.99,
00:00:11,34.42,
00:00:12,4.30,
00:00:13,7.53,
00:00:14,0.00,
00:00:15,0.00,
00:00:16,22.96,
00:00:17,34.42,
00:00:18,34.42,
00:00:19,34.29,
00:00:20,37.94,
00:00:21,54.14,
00:00:22,94.85,
00:00:23,73.11,
00:00:24,73.11,
00:00:25,73.11,
00:00:26,94.85,
00:00:27,94.85,
00:00:28,94.85,
00:00:29,94.85,
00:00:30,94.85,
00:00:31,94.85,
00:00:32,75.01,
00:00:33,73.11,
00:00:34,76.96,
00:00:35,73.11,
00:00:36,56.47,
00:00:37,50.48,
00:00:38,61.30,
00:00:39,34.42,
00:00:40,48.21,
00:00:41,34.42,
00:00:42,29.99,
00:00:43,31.05,
00:00:44,34.42,
00:00:45,24.43,
00:00:46,34.42,
00:00:47,34.42,
00:00:48,11.12,
00:00:49,13.30,
00:00:50,53.28,
00:00:51,34.42,
00:00:52,87.68,
00:00:53,94.85,
00:00:54,94.85,
00:00:55,94.85,
00:00:56,94.85,
00:00:57,94.85,
00:00:58,94.85,
00:00:59,94.85,
00:01:00,94.85,
00:01:01,94.85,
00:01:02,94.85,
00:01:03,94.85,
00:01:04,94.85,
00:01:05,94.85,
00:01:06,94.85,
00:01:07,94.85,
00:01:08,94.85,
00:01:09,94.85,
00:01:10,94.85,
00:01:11,94.85,
00:01:12,94.85,
00:01:13,94.85,
00:01:14,94.85,
00:01:15,94.85,
00:01:16,94.85,
00:01:17,94.85,
00:01:18,94.85,
00:01:19,94.85,
00:01:20,94.85,
00:01:21,94.85,
00:01:22,94.85,
