Time (s), Speed
00:00:00,39.33,
00:00:01,99.49,
00:00:02,99.49,
00:00:03,58.91,
00:00:04,78.29,
00:00:05,73.68,
00:00:06,73.68,
00:00:07,53.51,
00:00:08,51.63,
00:00:09,46.44,
00:00:10,46.84,
00:00:11,0.00,
00:00:12,27.83,
00:00:13,33.79,
00:00:14,46.84,
00:00:15,77.44,
00:00:16,77.44,
00:00:17,77.44,
00:00:18,99.49,
00:00:19,99.49,
00:00:20,87.85,
00:00:21,129.07,
00:00:22,129.07,
00:00:23,129.07,
00:00:24,99.49,
00:00:25,77.44,
00:00:26,82.28,
00:00:27,99.49,
00:00:28,77.44,
00:00:29,51.63,
00:00:30,51.63,
00:00:31,90.19,
00:00:32,51.63,
00:00:33,3.54,
00:00:34,1.05,
00:00:35,21.91,
00:00:36,0.00,
00:00:37,17.59,
00:00:38,5.94,
00:00:39,16.26,
00:00:40,1.06,
00:00:41,0.00,
00:00:42,34.81,
00:00:43,99.04,
00:00:44,99.49,
00:00:45,99.49,
00:00:46,99.49,
00:00:47,129.07,
00:00:48,129.07,
00:00:49,129.07,
00:00:50,129.07,
00:00:51,129.07,
00:00:52,129.07,
00:00:53,129.07,
00:00:54,129.07,
00:00:55,129.07,
00:00:56,99.49,
00:00:57,99.49,
00:00:58,99.49,
00:00:59,99.49,
00:01:00,99.49,
00:01:01,99.49,
00:01:02,99.49,
00:01:03,99.49,
00:01:04,99.49,
00:01:05,99.49,
00:01:06,99.49,
00:01:07,99.49,
00:01:08,99.49,
00:01:09,128.85,
