Time (s), Speed
00:00:00,101.00,
00:00:01,101.00,
00:00:02,131.03,
00:00:03,131.03,
00:00:04,131.03,
00:00:05,131.03,
00:00:06,131.03,
00:00:07,131.03,
00:00:08,131.03,
00:00:09,131.03,
00:00:10,131.03,
00:00:11,131.03,
00:00:12,131.03,
00:00:13,131.03,
00:00:14,131.03,
00:00:15,131.03,
00:00:16,131.03,
00:00:17,101.00,
00:00:18,131.03,
00:00:19,131.03,
00:00:20,131.03,
00:00:21,131.03,
00:00:22,131.03,
00:00:23,131.03,
00:00:24,131.03,
00:00:25,131.03,
00:00:26,131.03,
00:00:27,131.03,
00:00:28,131.03,
00:00:29,131.03,
00:00:30,131.03,
00:00:31,131.03,
00:00:32,131.03,
00:00:33,131.03,
00:00:34,131.03,
00:00:35,131.03,
00:00:36,131.03,
00:00:37,131.03,
00:00:38,131.03,
00:00:39,131.03,
00:00:40,131.03,
