Time (s),Duration (hh:mm:ss)
00:00:00,97.00,
00:00:01,143.49,
00:00:02,200.00,
00:00:03,143.49,
00:00:04,200.00,
00:00:05,143.49,
00:00:06,160.50,
00:00:07,100.00,
00:00:08,148.56,
00:00:09,61.80,
00:00:10,61.80,
00:00:11,61.80,
00:00:12,61.80,
00:00:13,50.00,
00:00:14,149.12,
00:00:15,97.00,
00:00:16,100.00,
00:00:17,100.00,
00:00:18,100.00,
00:00:19,200.00,
00:00:20,200.00,
00:00:21,200.00,
00:00:22,200.00,
00:00:23,200.00,
00:00:24,200.00,
00:00:25,94.58,
00:00:26,143.49,
00:00:27,200.00,
00:00:28,200.00,
00:00:29,143.49,
00:00:30,200.00,
