Time (s),Duration (hh:mm:ss)
00:00:00,143.49,
00:00:01,143.49,
00:00:02,143.49,
00:00:03,200.00,
00:00:04,143.49,
00:00:05,143.49,
00:00:06,50.00,
00:00:07,61.80,
00:00:08,61.80,
00:00:09,61.80,
00:00:10,61.80,
00:00:11,30.90,
00:00:12,61.80,
00:00:13,61.80,
00:00:14,61.80,
00:00:15,50.00,
00:00:16,50.00,
00:00:17,50.00,
00:00:18,100.00,
00:00:19,100.00,
00:00:20,143.49,
00:00:21,143.49,
00:00:22,143.49,
00:00:23,200.00,
00:00:24,200.00,
00:00:25,143.49,
00:00:26,200.00,
00:00:27,200.00,
00:00:28,143.49,
00:00:29,200.00,
00:00:30,143.49,
00:00:31,143.49,
00:00:32,143.49,
00:00:33,200.00,
