Time (s),Duration (hh:mm:ss)
00:00:00,200.00,
00:00:01,200.00,
00:00:02,143.49,
00:00:03,180.22,
00:00:04,161.80,
00:00:05,143.49,
00:00:06,61.80,
00:00:07,94.54,
00:00:08,61.80,
00:00:09,61.80,
00:00:10,50.00,
00:00:11,97.00,
00:00:12,100.00,
00:00:13,50.00,
00:00:14,143.49,
00:00:15,100.00,
00:00:16,143.49,
00:00:17,200.00,
00:00:18,200.00,
00:00:19,143.49,
00:00:20,143.49,
00:00:21,143.49,
00:00:22,200.00,
00:00:23,200.00,
00:00:24,143.49,
00:00:25,143.49,
00:00:26,200.00,
00:00:27,200.00,
00:00:28,200.00,
