Time (s),Duration (hh:mm:ss)
00:00:00,177.38,
00:00:01,143.49,
00:00:02,161.80,
00:00:03,143.49,
00:00:04,143.49,
00:00:05,143.49,
00:00:06,161.80,
00:00:07,143.49,
00:00:08,143.49,
00:00:09,97.00,
00:00:10,50.00,
00:00:11,50.00,
00:00:12,50.00,
00:00:13,50.00,
00:00:14,50.00,
00:00:15,50.00,
00:00:16,100.00,
00:00:17,100.00,
00:00:18,100.00,
00:00:19,100.00,
00:00:20,171.22,
00:00:21,200.00,
00:00:22,200.00,
00:00:23,200.00,
00:00:24,200.00,
00:00:25,200.00,
00:00:26,100.00,
00:00:27,156.38,
00:00:28,143.49,
00:00:29,200.00,
00:00:30,143.49,
00:00:31,143.49,
00:00:32,200.00,
