Time (s),Duration (hh:mm:ss)
00:00:00,143.49,
00:00:01,143.49,
00:00:02,143.49,
00:00:03,143.49,
00:00:04,161.80,
00:00:05,143.49,
00:00:06,143.49,
00:00:07,125.05,
00:00:08,48.81,
00:00:09,97.00,
00:00:10,50.00,
00:00:11,50.00,
00:00:12,97.00,
00:00:13,61.80,
00:00:14,61.80,
00:00:15,200.00,
00:00:16,97.00,
00:00:17,100.00,
00:00:18,200.00,
00:00:19,143.49,
00:00:20,200.00,
00:00:21,143.49,
00:00:22,143.49,
00:00:23,143.49,
00:00:24,143.49,
00:00:25,143.49,
00:00:26,97.00,
00:00:27,61.80,
00:00:28,161.80,
00:00:29,191.75,
00:00:30,200.00,
00:00:31,200.00,
00:00:32,200.00,
