Time (s),Duration (hh:mm:ss)
00:00:00,143.49,
00:00:01,143.49,
00:00:02,143.49,
00:00:03,200.00,
00:00:04,161.80,
00:00:05,153.95,
00:00:06,200.00,
00:00:07,143.49,
00:00:08,143.49,
00:00:09,100.00,
00:00:10,50.00,
00:00:11,50.00,
00:00:12,50.00,
00:00:13,50.00,
00:00:14,100.00,
00:00:15,100.00,
00:00:16,100.00,
00:00:17,143.49,
00:00:18,119.77,
00:00:19,200.00,
00:00:20,200.00,
00:00:21,200.00,
00:00:22,200.00,
00:00:23,200.00,
00:00:24,161.80,
00:00:25,143.49,
00:00:26,143.49,
00:00:27,200.00,
00:00:28,200.00,
00:00:29,143.49,
