Time (s),Duration (hh:mm:ss)
00:00:00,200.00,
00:00:01,143.49,
00:00:02,176.81,
00:00:03,143.49,
00:00:04,200.00,
00:00:05,143.49,
00:00:06,143.49,
00:00:07,143.49,
00:00:08,143.49,
00:00:09,100.00,
00:00:10,50.00,
00:00:11,50.00,
00:00:12,50.00,
00:00:13,50.00,
00:00:14,75.13,
00:00:15,65.14,
00:00:16,100.00,
00:00:17,100.00,
00:00:18,100.00,
00:00:19,100.00,
00:00:20,200.00,
00:00:21,200.00,
00:00:22,200.00,
00:00:23,200.00,
00:00:24,200.00,
00:00:25,200.00,
00:00:26,143.49,
00:00:27,143.49,
00:00:28,143.49,
00:00:29,143.49,
00:00:30,200.00,
00:00:31,200.00,
