Time (s),Duration (hh:mm:ss)
00:00:00,100.00,
00:00:01,200.00,
00:00:02,100.00,
00:00:03,200.00,
00:00:04,143.49,
00:00:05,14.81,
00:00:06,97.00,
00:00:07,97.00,
00:00:08,161.80,
00:00:09,161.80,
00:00:10,97.00,
00:00:11,61.80,
00:00:12,56.32,
00:00:13,97.00,
00:00:14,50.00,
00:00:15,50.00,
00:00:16,97.00,
00:00:17,97.00,
00:00:18,143.49,
00:00:19,100.00,
00:00:20,143.49,
00:00:21,143.49,
00:00:22,143.49,
00:00:23,143.49,
00:00:24,200.00,
00:00:25,143.49,
00:00:26,200.00,
00:00:27,200.00,
00:00:28,143.49,
00:00:29,143.49,
00:00:30,143.49,
00:00:31,143.49,
00:00:32,200.00,
