Time (s),Duration (hh:mm:ss)
00:00:00,100.00,
00:00:01,143.49,
00:00:02,187.50,
00:00:03,143.49,
00:00:04,143.49,
00:00:05,153.95,
00:00:06,143.49,
00:00:07,161.80,
00:00:08,100.00,
00:00:09,97.00,
00:00:10,61.80,
00:00:11,93.67,
00:00:12,61.80,
00:00:13,61.80,
00:00:14,61.80,
00:00:15,61.80,
00:00:16,50.00,
00:00:17,97.00,
00:00:18,100.00,
00:00:19,100.00,
00:00:20,100.00,
00:00:21,100.00,
00:00:22,100.00,
00:00:23,143.49,
00:00:24,143.49,
00:00:25,143.49,
00:00:26,200.00,
00:00:27,200.00,
00:00:28,143.49,
00:00:29,143.49,
00:00:30,143.49,
00:00:31,200.00,
00:00:32,143.49,
00:00:33,200.00,
00:00:34,200.00,
