Time (s),Duration (hh:mm:ss)
00:00:00,200.00,
00:00:01,200.00,
00:00:02,143.49,
00:00:03,200.00,
00:00:04,61.80,
00:00:05,143.49,
00:00:06,118.72,
00:00:07,200.00,
00:00:08,154.48,
00:00:09,50.00,
00:00:10,84.76,
00:00:11,61.80,
00:00:12,143.49,
00:00:13,143.49,
00:00:14,100.00,
00:00:15,200.00,
00:00:16,200.00,
00:00:17,200.00,
00:00:18,200.00,
00:00:19,200.00,
00:00:20,200.00,
00:00:21,143.49,
00:00:22,200.00,
00:00:23,143.49,
00:00:24,161.80,
00:00:25,161.80,
00:00:26,161.80,
00:00:27,200.00,
