AgentName,StartTime,EndTime,Duration,AverageUnitsPerSecond,StartingDistanceFromDest,Wait Time,Max Speed
BP_Agent_Female24,00:00:00,00:00:36,00:00:36,1.20,3730.37,0.00,120.96
BP_Agent_Female8,00:00:00,00:00:38,00:00:38,1.14,3377.00,0.00,115.31
BP_Agent_Male14,00:00:00,00:00:39,00:00:39,1.13,3852.94,0.00,116.93
BP_Agent_Female21,00:00:00,00:00:40,00:00:40,1.14,3888.74,0.00,138.19
BP_Agent_Female22,00:00:00,00:00:42,00:00:42,1.04,3595.32,0.00,105.40
BP_Agent_Male19,00:00:00,00:00:43,00:00:43,1.04,3809.02,0.00,112.70
BP_Agent_Male22,00:00:00,00:00:44,00:00:44,1.00,3572.83,2.00,143.18
BP_Agent_Female23,00:00:00,00:00:45,00:00:45,0.95,3529.43,1.00,99.19
BP_Agent_Male10,00:00:00,00:00:47,00:00:47,0.94,3878.64,2.00,102.33
BP_Agent_Female15,00:00:00,00:00:48,00:00:48,0.97,3864.21,2.00,130.68
BP_Agent_Male12,00:00:00,00:00:48,00:00:48,0.97,3559.28,5.00,138.72
BP_Agent_Male7,00:00:00,00:00:48,00:00:48,0.97,3738.37,1.00,126.78
BP_Agent_Male24,00:00:00,00:00:49,00:00:49,0.90,3631.44,2.00,99.97
BP_Agent_Male20,00:00:00,00:00:49,00:00:49,0.93,3941.15,1.00,107.39
BP_Agent_Female7,00:00:00,00:00:50,00:00:50,0.89,3679.69,5.00,117.35
BP_Agent_Male13,00:00:00,00:00:51,00:00:51,0.96,3762.91,2.00,132.22
BP_Agent_Male9,00:00:00,00:00:52,00:00:52,0.86,3492.84,5.00,106.49
BP_Agent_Female3,00:00:00,00:00:53,00:00:53,0.89,3795.53,3.00,106.30
BP_Agent_Female14,00:00:00,00:00:54,00:00:54,0.85,3929.36,5.00,107.68
BP_Agent_Female16,00:00:00,00:00:55,00:00:55,0.81,3784.65,7.00,101.84
BP_Agent_Male23,00:00:00,00:00:55,00:00:55,0.89,4060.99,10.00,135.57
BP_Agent_Female11,00:00:00,00:00:55,00:00:55,0.87,3912.45,5.00,102.90
BP_Agent_Male17,00:00:00,00:00:56,00:00:56,0.86,3932.46,7.00,126.83
BP_Agent_Female4,00:00:00,00:00:56,00:00:56,0.84,3602.56,6.00,108.79
BP_Agent_Female9,00:00:00,00:00:57,00:00:57,0.80,3676.84,11.00,107.74
BP_Agent_Female19,00:00:00,00:00:57,00:00:57,0.83,3952.95,12.00,119.58
BP_Agent_Female10,00:00:00,00:00:58,00:00:58,0.81,3389.66,11.00,137.99
BP_Agent_Male16,00:00:00,00:00:58,00:00:58,0.82,4043.61,9.00,125.90
BP_Agent_Male8,00:00:00,00:00:59,00:00:59,0.78,3470.36,13.00,124.31
BP_Agent_Female6,00:00:00,00:00:59,00:00:59,0.82,3585.53,7.00,117.50
BP_Agent_Female2,00:00:00,00:00:59,00:00:59,0.76,3316.21,14.00,104.44
BP_Agent_Male15,00:00:00,00:01:01,00:01:01,0.80,3952.24,9.00,101.55
BP_Agent_Female13,00:00:00,00:01:01,00:01:01,0.79,4086.28,10.00,125.30
BP_Agent_Male,00:00:00,00:01:02,00:01:02,0.75,3680.29,14.00,98.37
BP_Agent_Male3,00:00:00,00:01:03,00:01:03,0.79,3723.54,4.00,113.32
BP_Agent_Male11,00:00:00,00:01:03,00:01:03,0.78,3828.77,7.00,104.98
BP_Agent_Female18,00:00:00,00:01:03,00:01:03,0.81,4212.45,13.00,118.41
BP_Agent_Female17,00:00:00,00:01:04,00:01:04,0.76,4026.86,16.00,127.01
BP_Agent_Male21,00:00:00,00:01:04,00:01:04,0.76,4061.28,16.00,140.60
BP_Agent_Female20,00:00:00,00:01:04,00:01:04,0.77,4031.73,11.00,111.59
BP_Agent_Female12,00:00:00,00:01:05,00:01:05,0.68,3505.54,23.00,96.89
BP_Agent_Male18,00:00:00,00:01:06,00:01:06,0.75,4126.56,18.00,136.68
BP_Agent_Male2,00:00:00,00:01:06,00:01:06,0.74,3621.05,10.00,105.92
BP_Agent_Female,00:00:00,00:01:07,00:01:07,0.74,3500.72,14.00,129.64
BP_Agent_Female5,00:00:00,00:01:07,00:01:07,0.66,3400.48,23.00,95.70
BP_Agent_Male6,00:00:00,00:01:08,00:01:08,0.74,3344.47,19.00,140.63
BP_Agent_Male4,00:00:00,00:01:09,00:01:09,0.71,3521.85,15.00,111.27
BP_Agent_Male5,00:00:00,00:01:10,00:01:10,0.67,3440.10,21.00,101.49
