AgentName,StartTime,EndTime,Duration,AverageUnitsPerSecond,StartingDistanceFromDest,Wait Time,Max Speed
BP_Agent_Male14,00:00:00,00:00:43,00:00:43,1.20,4115.31,0.00,120.00
BP_Agent_Male24,00:00:00,00:00:44,00:00:44,1.20,3909.22,0.00,120.00
BP_Agent_Female22,00:00:00,00:00:45,00:00:45,1.19,3868.24,0.00,120.00
BP_Agent_Female24,00:00:00,00:00:45,00:00:45,1.16,4000.50,0.00,120.00
BP_Agent_Male9,00:00:00,00:00:46,00:00:46,1.16,3735.17,0.00,120.00
BP_Agent_Female19,00:00:00,00:00:47,00:00:47,1.12,4254.67,0.00,120.00
BP_Agent_Female23,00:00:00,00:00:48,00:00:48,1.13,3660.56,0.00,120.00
BP_Agent_Female8,00:00:00,00:00:49,00:00:49,1.12,3576.44,1.00,120.00
BP_Agent_Male22,00:00:00,00:00:50,00:00:50,1.09,3837.31,4.00,120.00
BP_Agent_Female10,00:00:00,00:00:50,00:00:50,1.11,3639.22,1.00,120.00
BP_Agent_Male19,00:00:00,00:00:50,00:00:50,1.07,4093.88,1.00,120.00
BP_Agent_Female9,00:00:00,00:00:51,00:00:51,1.09,3936.25,4.00,120.00
BP_Agent_Male10,00:00:00,00:00:52,00:00:52,1.10,3484.94,2.00,120.00
BP_Agent_Female14,00:00:00,00:00:52,00:00:52,1.03,4226.42,0.00,120.00
BP_Agent_Female16,00:00:00,00:00:52,00:00:52,1.02,4016.92,2.00,120.00
BP_Agent_Male5,00:00:00,00:00:53,00:00:53,1.08,3676.18,3.00,120.00
BP_Agent_Male8,00:00:00,00:00:54,00:00:54,1.08,3722.97,2.00,120.00
BP_Agent_Male21,00:00:00,00:00:55,00:00:55,0.99,4367.57,4.00,120.00
BP_Agent_Female7,00:00:00,00:00:55,00:00:55,1.00,3947.83,3.00,120.00
BP_Agent_Male12,00:00:00,00:00:56,00:00:56,1.00,3816.47,3.00,120.00
BP_Agent_Female20,00:00:00,00:00:56,00:00:56,0.98,4322.88,6.00,120.00
BP_Agent_Male7,00:00:00,00:00:57,00:00:57,0.98,4009.34,4.00,120.00
BP_Agent_Male23,00:00:00,00:00:57,00:00:57,0.96,4357.77,4.00,120.00
BP_Agent_Female15,00:00:00,00:00:57,00:00:57,0.96,4144.95,5.00,120.00
BP_Agent_Male15,00:00:00,00:00:58,00:00:58,0.96,4231.23,7.00,120.00
BP_Agent_Female17,00:00:00,00:00:58,00:00:58,0.96,4327.01,5.00,120.00
BP_Agent_Male,00:00:00,00:00:58,00:00:58,1.00,3932.23,4.00,120.00
BP_Agent_Female11,00:00:00,00:00:59,00:00:59,0.94,4186.21,5.00,120.00
BP_Agent_Male11,00:00:00,00:01:00,00:01:00,0.95,4098.68,8.00,120.00
BP_Agent_Female18,00:00:00,00:01:00,00:01:00,0.91,4511.40,8.00,120.00
BP_Agent_Female5,00:00:00,00:01:01,00:01:01,0.93,3641.16,5.00,120.00
BP_Agent_Male4,00:00:00,00:01:02,00:01:02,0.97,3752.79,9.00,120.00
BP_Agent_Female6,00:00:00,00:01:02,00:01:02,0.95,3826.94,7.00,120.00
BP_Agent_Male2,00:00:00,00:01:02,00:01:02,0.93,3856.83,10.00,120.00
BP_Agent_Male17,00:00:00,00:01:03,00:01:03,0.93,4200.78,7.00,120.00
BP_Agent_Male16,00:00:00,00:01:03,00:01:03,0.91,4324.06,9.00,120.00
BP_Agent_Female3,00:00:00,00:01:03,00:01:03,0.92,4055.36,7.00,120.00
BP_Agent_Female2,00:00:00,00:01:04,00:01:04,0.92,3549.86,7.00,120.00
BP_Agent_Female4,00:00:00,00:01:05,00:01:05,0.90,3854.90,11.00,120.00
BP_Agent_Female,00:00:00,00:01:05,00:01:05,0.93,3722.81,8.00,120.00
BP_Agent_Female21,00:00:00,00:01:05,00:01:05,0.86,4175.34,11.00,120.00
BP_Agent_Male13,00:00:00,00:01:06,00:01:06,0.89,4017.18,12.00,120.00
BP_Agent_Male18,00:00:00,00:01:06,00:01:06,0.84,4418.94,11.00,120.00
BP_Agent_Female13,00:00:00,00:01:07,00:01:07,0.86,4372.69,12.00,120.00
BP_Agent_Male20,00:00:00,00:01:07,00:01:07,0.85,4232.71,14.00,120.00
BP_Agent_Female12,00:00:00,00:01:08,00:01:08,0.88,3751.20,11.00,120.00
BP_Agent_Male3,00:00:00,00:01:09,00:01:09,0.87,3969.40,10.00,120.00
BP_Agent_Male6,00:00:00,00:01:09,00:01:09,0.88,3570.73,12.00,120.00
