Time (s), Speed
00:00:00,46.05,
00:00:01,78.92,
00:00:02,81.81,
00:00:03,78.92,
00:00:04,57.33,
00:00:05,53.35,
00:00:06,53.35,
00:00:07,55.00,
00:00:08,68.76,
00:00:09,55.00,
00:00:10,55.00,
00:00:11,19.64,
00:00:12,27.32,
00:00:13,33.99,
00:00:14,33.99,
00:00:15,53.35,
00:00:16,53.35,
00:00:17,78.92,
00:00:18,78.92,
00:00:19,78.92,
00:00:20,78.92,
00:00:21,78.92,
00:00:22,78.92,
00:00:23,78.92,
00:00:24,78.92,
00:00:25,78.92,
00:00:26,78.92,
00:00:27,78.92,
00:00:28,110.00,
00:00:29,110.00,
00:00:30,110.00,
00:00:31,110.00,
00:00:32,88.99,
00:00:33,53.35,
00:00:34,27.15,
00:00:35,64.29,
00:00:36,86.42,
00:00:37,76.36,
00:00:38,53.35,
00:00:39,32.54,
00:00:40,55.00,
00:00:41,53.35,
00:00:42,78.31,
00:00:43,78.92,
00:00:44,110.00,
00:00:45,110.00,
00:00:46,110.00,
00:00:47,110.00,
00:00:48,110.00,
00:00:49,110.00,
00:00:50,78.92,
00:00:51,78.92,
00:00:52,78.92,
00:00:53,110.00,
00:00:54,110.00,
00:00:55,110.00,
00:00:56,110.00,
00:00:57,110.00,
00:00:58,78.92,
00:00:59,106.61,
00:01:00,110.00,
00:01:01,53.35,
00:01:02,90.45,
