Time (s), Speed
00:00:00,21.49,
00:00:01,74.06,
00:00:02,74.06,
00:00:03,103.22,
00:00:04,74.06,
00:00:05,74.06,
00:00:06,51.61,
00:00:07,74.06,
00:00:08,51.61,
00:00:09,50.06,
00:00:10,51.61,
00:00:11,27.28,
00:00:12,31.90,
00:00:13,83.51,
00:00:14,50.06,
00:00:15,25.80,
00:00:16,74.06,
00:00:17,74.06,
00:00:18,74.06,
00:00:19,74.06,
00:00:20,74.06,
00:00:21,74.06,
00:00:22,74.06,
00:00:23,83.51,
00:00:24,83.51,
00:00:25,83.51,
00:00:26,83.51,
00:00:27,83.51,
00:00:28,74.06,
00:00:29,74.06,
00:00:30,74.06,
00:00:31,103.22,
00:00:32,74.06,
00:00:33,50.06,
00:00:34,45.93,
00:00:35,51.61,
00:00:36,74.06,
00:00:37,74.06,
00:00:38,50.06,
00:00:39,22.69,
00:00:40,32.08,
00:00:41,83.51,
00:00:42,31.90,
00:00:43,31.90,
00:00:44,83.51,
00:00:45,74.06,
00:00:46,74.06,
00:00:47,74.06,
00:00:48,74.06,
00:00:49,74.06,
00:00:50,103.22,
00:00:51,103.22,
00:00:52,103.22,
00:00:53,103.22,
00:00:54,103.22,
00:00:55,103.22,
00:00:56,103.22,
00:00:57,103.22,
00:00:58,103.22,
00:00:59,103.22,
00:01:00,74.06,
00:01:01,74.06,
00:01:02,74.06,
00:01:03,90.82,
00:01:04,103.22,
00:01:05,79.06,
00:01:06,103.22,
00:01:07,103.22,
