Time (s), Speed
00:00:00,54.47,
00:00:01,78.16,
00:00:02,78.16,
00:00:03,78.16,
00:00:04,78.16,
00:00:05,27.90,
00:00:06,78.16,
00:00:07,87.38,
00:00:08,52.84,
00:00:09,36.47,
00:00:10,44.44,
00:00:11,78.16,
00:00:12,78.16,
00:00:13,52.84,
00:00:14,108.94,
00:00:15,108.94,
00:00:16,108.94,
00:00:17,81.56,
00:00:18,108.94,
00:00:19,78.16,
00:00:20,78.16,
00:00:21,82.59,
00:00:22,54.47,
00:00:23,88.13,
00:00:24,88.13,
00:00:25,88.13,
00:00:26,88.13,
00:00:27,108.94,
00:00:28,52.84,
00:00:29,108.94,
00:00:30,52.84,
00:00:31,52.79,
00:00:32,33.66,
00:00:33,27.23,
00:00:34,33.66,
00:00:35,40.03,
00:00:36,33.66,
00:00:37,78.16,
00:00:38,96.68,
00:00:39,108.94,
00:00:40,108.94,
00:00:41,108.94,
00:00:42,108.94,
00:00:43,108.94,
00:00:44,108.94,
00:00:45,78.16,
00:00:46,78.16,
00:00:47,78.16,
00:00:48,94.90,
00:00:49,108.94,
00:00:50,108.94,
00:00:51,108.94,
00:00:52,108.94,
00:00:53,108.94,
00:00:54,78.16,
00:00:55,78.16,
00:00:56,108.94,
00:00:57,108.94,
00:00:58,108.94,
