Time (s),Duration (hh:mm:ss)
00:00:00,71.07,
00:00:01,165.02,
00:00:02,165.02,
00:00:04,165.02,
00:00:05,165.02,
00:00:07,165.02,
00:00:08,230.00,
00:00:10,230.00,
00:00:11,230.00,
00:00:13,230.00,
