Time (s), Speed
00:00:00,60.00,
00:00:01,86.10,
00:00:02,86.10,
00:00:03,86.10,
00:00:04,86.10,
00:00:05,86.10,
00:00:06,86.10,
00:00:07,97.08,
00:00:08,97.08,
00:00:09,86.10,
00:00:10,86.10,
00:00:11,120.00,
00:00:12,120.00,
00:00:13,120.00,
00:00:14,120.00,
00:00:15,120.00,
00:00:16,120.00,
00:00:17,120.00,
00:00:18,86.10,
00:00:19,86.10,
00:00:20,60.00,
00:00:21,86.10,
00:00:22,86.10,
00:00:23,86.10,
00:00:24,86.10,
00:00:25,54.15,
00:00:26,37.08,
00:00:27,37.08,
00:00:28,58.20,
00:00:29,86.10,
00:00:30,120.00,
00:00:31,120.00,
00:00:32,120.00,
00:00:33,120.00,
00:00:34,120.00,
00:00:35,120.00,
00:00:36,120.00,
00:00:37,120.00,
00:00:38,120.00,
00:00:39,120.00,
00:00:40,120.00,
00:00:41,120.00,
00:00:42,85.58,
00:00:43,86.10,
00:00:44,86.10,
00:00:45,86.10,
00:00:46,86.10,
00:00:47,86.10,
00:00:48,97.08,
