Time (s), Speed
00:00:00,86.10,
00:00:01,120.00,
00:00:02,120.00,
00:00:03,86.10,
00:00:04,86.10,
00:00:05,85.06,
00:00:06,58.20,
00:00:07,85.71,
00:00:08,86.10,
00:00:09,73.46,
00:00:10,61.67,
00:00:11,86.10,
00:00:12,86.10,
00:00:13,120.00,
00:00:14,86.10,
00:00:15,58.20,
00:00:16,86.10,
00:00:17,86.10,
00:00:18,86.10,
00:00:19,97.08,
00:00:20,86.10,
00:00:21,97.08,
00:00:22,60.00,
00:00:23,30.00,
00:00:24,120.00,
00:00:25,97.08,
00:00:26,97.08,
00:00:27,30.00,
00:00:28,60.00,
00:00:29,60.00,
00:00:30,86.10,
00:00:31,37.08,
00:00:32,67.06,
00:00:33,97.08,
00:00:34,86.10,
00:00:35,120.00,
00:00:36,120.00,
00:00:37,120.00,
00:00:38,120.00,
00:00:39,120.00,
00:00:40,120.00,
00:00:41,120.00,
00:00:42,120.00,
00:00:43,97.08,
00:00:44,97.08,
00:00:45,86.10,
00:00:46,120.00,
00:00:47,120.00,
00:00:48,86.10,
00:00:49,86.10,
00:00:50,120.00,
00:00:51,86.10,
